,Batch,Cell,Cell_line,Fullname,Place,Platform,Protocol,Protocol2,Read_type,Well,repeat
CL100037423_L01_15,ESC_A1_P100_B,15,ESC,ESC_A1_P100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_16,ESC_A1_P100_B,16,ESC,ESC_A1_P100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_17,ESC_A1_P100_B,17,ESC,ESC_A1_P100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_18,ESC_A1_P100_B,18,ESC,ESC_A1_P100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_19,ESC_A1_P100_B,19,ESC,ESC_A1_P100_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_2,ESC_A1_P100_B,2,ESC,ESC_A1_P100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_20,ESC_A1_P100_B,20,ESC,ESC_A1_P100_B_20,China,BGISEQ-500,Smart-Seq2,"BGISEQ-500 Missed, ESC Sequencing rep1",PE100,UNK,"Missed, ESC Sequencing rep1"
CL100037423_L01_21,ESC_A1_P100_B,21,ESC,ESC_A1_P100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_22,ESC_A1_P100_B,22,ESC,ESC_A1_P100_B_22,China,BGISEQ-500,Smart-Seq2,"BGISEQ-500 Missed, ESC Sequencing rep1",PE100,UNK,"Missed, ESC Sequencing rep1"
CL100037423_L01_23,ESC_A1_P100_B,23,ESC,ESC_A1_P100_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_24,ESC_A1_P100_B,24,ESC,ESC_A1_P100_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_25,ESC_A1_P100_B,25,ESC,ESC_A1_P100_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_26,ESC_A1_P100_B,26,ESC,ESC_A1_P100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_27,ESC_A1_P100_B,27,ESC,ESC_A1_P100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_28,ESC_A1_P100_B,28,ESC,ESC_A1_P100_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_29,ESC_A1_P100_B,29,ESC,ESC_A1_P100_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_3,ESC_A1_P100_B,3,ESC,ESC_A1_P100_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_30,ESC_A1_P100_B,30,ESC,ESC_A1_P100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_31,ESC_A1_P100_B,31,ESC,ESC_A1_P100_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_32,ESC_A1_P100_B,32,ESC,ESC_A1_P100_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_33,ESC_A1_P100_B,33,ESC,ESC_A1_P100_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_35,ESC_A1_P100_B,35,ESC,ESC_A1_P100_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_36,ESC_A1_P100_B,36,ESC,ESC_A1_P100_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_37,ESC_A1_P100_B,37,ESC,ESC_A1_P100_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_38,ESC_A1_P100_B,38,ESC,ESC_A1_P100_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_39,ESC_A1_P100_B,39,ESC,ESC_A1_P100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_4,ESC_A1_P100_B,4,ESC,ESC_A1_P100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_40,ESC_A1_P100_B,40,ESC,ESC_A1_P100_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_41,ESC_A1_P100_B,41,ESC,ESC_A1_P100_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_42,ESC_A1_P100_B,42,ESC,ESC_A1_P100_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_43,ESC_A1_P100_B,43,ESC,ESC_A1_P100_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_44,ESC_A1_P100_B,44,ESC,ESC_A1_P100_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_45,ESC_A1_P100_B,45,ESC,ESC_A1_P100_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_46,ESC_A1_P100_B,46,ESC,ESC_A1_P100_B_46,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_47,ESC_A1_P100_B,47,ESC,ESC_A1_P100_B_47,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_48,ESC_A1_P100_B,48,ESC,ESC_A1_P100_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_6,ESC_A1_P100_B,6,ESC,ESC_A1_P100_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_7,ESC_A1_P100_B,7,ESC,ESC_A1_P100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep1,PE100,UNK,ESC Sequencing rep1
CL100037423_L01_8,ESC_A1_P100_B,8,ESC,ESC_A1_P100_B_08,China,BGISEQ-500,Smart-Seq2,"BGISEQ-500 Missed, ESC Sequencing rep1",PE100,UNK,"Missed, ESC Sequencing rep1"
CL100022585_L01_1,ESC_A2_S50_B,1,ESC,ESC_A2_S50_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_2,ESC_A2_S50_B,2,ESC,ESC_A2_S50_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_3,ESC_A2_S50_B,3,ESC,ESC_A2_S50_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_4,ESC_A2_S50_B,4,ESC,ESC_A2_S50_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_6,ESC_A2_S50_B,6,ESC,ESC_A2_S50_B_06,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_7,ESC_A2_S50_B,7,ESC,ESC_A2_S50_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_10,ESC_A2_S50_B,10,ESC,ESC_A2_S50_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_11,ESC_A2_S50_B,11,ESC,ESC_A2_S50_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_13,ESC_A2_S50_B,13,ESC,ESC_A2_S50_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_14,ESC_A2_S50_B,14,ESC,ESC_A2_S50_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_15,ESC_A2_S50_B,15,ESC,ESC_A2_S50_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_16,ESC_A2_S50_B,16,ESC,ESC_A2_S50_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_17,ESC_A2_S50_B,17,ESC,ESC_A2_S50_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_18,ESC_A2_S50_B,18,ESC,ESC_A2_S50_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_19,ESC_A2_S50_B,19,ESC,ESC_A2_S50_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_21,ESC_A2_S50_B,21,ESC,ESC_A2_S50_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_23,ESC_A2_S50_B,23,ESC,ESC_A2_S50_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_24,ESC_A2_S50_B,24,ESC,ESC_A2_S50_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_26,ESC_A2_S50_B,26,ESC,ESC_A2_S50_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_27,ESC_A2_S50_B,27,ESC,ESC_A2_S50_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_28,ESC_A2_S50_B,28,ESC,ESC_A2_S50_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_29,ESC_A2_S50_B,29,ESC,ESC_A2_S50_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_30,ESC_A2_S50_B,30,ESC,ESC_A2_S50_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_31,ESC_A2_S50_B,31,ESC,ESC_A2_S50_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_32,ESC_A2_S50_B,32,ESC,ESC_A2_S50_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_33,ESC_A2_S50_B,33,ESC,ESC_A2_S50_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_35,ESC_A2_S50_B,35,ESC,ESC_A2_S50_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_36,ESC_A2_S50_B,36,ESC,ESC_A2_S50_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_38,ESC_A2_S50_B,38,ESC,ESC_A2_S50_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_39,ESC_A2_S50_B,39,ESC,ESC_A2_S50_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_40,ESC_A2_S50_B,40,ESC,ESC_A2_S50_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_41,ESC_A2_S50_B,41,ESC,ESC_A2_S50_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_42,ESC_A2_S50_B,42,ESC,ESC_A2_S50_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_43,ESC_A2_S50_B,43,ESC,ESC_A2_S50_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_44,ESC_A2_S50_B,44,ESC,ESC_A2_S50_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_45,ESC_A2_S50_B,45,ESC,ESC_A2_S50_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022585_L01_48,ESC_A2_S50_B,48,ESC,ESC_A2_S50_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE50,UNK,ESC Sequencing rep2
CL100022488_L01_1,ESC_A2_S100_B,1,ESC,ESC_A2_S100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_2,ESC_A2_S100_B,2,ESC,ESC_A2_S100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_4,ESC_A2_S100_B,4,ESC,ESC_A2_S100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_13,ESC_A2_S100_B,13,ESC,ESC_A2_S100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_16,ESC_A2_S100_B,16,ESC,ESC_A2_S100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_17,ESC_A2_S100_B,17,ESC,ESC_A2_S100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_21,ESC_A2_S100_B,21,ESC,ESC_A2_S100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_26,ESC_A2_S100_B,26,ESC,ESC_A2_S100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_27,ESC_A2_S100_B,27,ESC,ESC_A2_S100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_30,ESC_A2_S100_B,30,ESC,ESC_A2_S100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_38,ESC_A2_S100_B,38,ESC,ESC_A2_S100_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_39,ESC_A2_S100_B,39,ESC,ESC_A2_S100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_41,ESC_A2_S100_B,41,ESC,ESC_A2_S100_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022488_L01_45,ESC_A2_S100_B,45,ESC,ESC_A2_S100_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Sequencing rep2,SE100,UNK,ESC Sequencing rep2
CL100022585_L02_1,ESC_B_S50_B,49,ESC,ESC_B_S50_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_2,ESC_B_S50_B,50,ESC,ESC_B_S50_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_3,ESC_B_S50_B,51,ESC,ESC_B_S50_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_4,ESC_B_S50_B,52,ESC,ESC_B_S50_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_5,ESC_B_S50_B,53,ESC,ESC_B_S50_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_7,ESC_B_S50_B,55,ESC,ESC_B_S50_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_9,ESC_B_S50_B,57,ESC,ESC_B_S50_B_09,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_10,ESC_B_S50_B,58,ESC,ESC_B_S50_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_11,ESC_B_S50_B,59,ESC,ESC_B_S50_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_13,ESC_B_S50_B,61,ESC,ESC_B_S50_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_14,ESC_B_S50_B,49,ESC,ESC_B_S50_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_15,ESC_B_S50_B,50,ESC,ESC_B_S50_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_17,ESC_B_S50_B,52,ESC,ESC_B_S50_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_18,ESC_B_S50_B,53,ESC,ESC_B_S50_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_19,ESC_B_S50_B,54,ESC,ESC_B_S50_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_20,ESC_B_S50_B,55,ESC,ESC_B_S50_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_21,ESC_B_S50_B,56,ESC,ESC_B_S50_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_23,ESC_B_S50_B,58,ESC,ESC_B_S50_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_25,ESC_B_S50_B,60,ESC,ESC_B_S50_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_26,ESC_B_S50_B,61,ESC,ESC_B_S50_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_27,ESC_B_S50_B,49,ESC,ESC_B_S50_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_28,ESC_B_S50_B,50,ESC,ESC_B_S50_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_29,ESC_B_S50_B,51,ESC,ESC_B_S50_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_30,ESC_B_S50_B,52,ESC,ESC_B_S50_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_31,ESC_B_S50_B,53,ESC,ESC_B_S50_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_33,ESC_B_S50_B,55,ESC,ESC_B_S50_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_34,ESC_B_S50_B,56,ESC,ESC_B_S50_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_35,ESC_B_S50_B,57,ESC,ESC_B_S50_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_36,ESC_B_S50_B,58,ESC,ESC_B_S50_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_37,ESC_B_S50_B,59,ESC,ESC_B_S50_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022585_L02_38,ESC_B_S50_B,60,ESC,ESC_B_S50_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE50,UNK,ESC Library rep
CL100022488_L02_1,ESC_B_S100_B,49,ESC,ESC_B_S100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_2,ESC_B_S100_B,50,ESC,ESC_B_S100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_3,ESC_B_S100_B,51,ESC,ESC_B_S100_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_4,ESC_B_S100_B,52,ESC,ESC_B_S100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_5,ESC_B_S100_B,53,ESC,ESC_B_S100_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_7,ESC_B_S100_B,55,ESC,ESC_B_S100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_9,ESC_B_S100_B,57,ESC,ESC_B_S100_B_09,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_11,ESC_B_S100_B,59,ESC,ESC_B_S100_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_13,ESC_B_S100_B,61,ESC,ESC_B_S100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_14,ESC_B_S100_B,49,ESC,ESC_B_S100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_15,ESC_B_S100_B,50,ESC,ESC_B_S100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_17,ESC_B_S100_B,52,ESC,ESC_B_S100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_18,ESC_B_S100_B,53,ESC,ESC_B_S100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_19,ESC_B_S100_B,54,ESC,ESC_B_S100_B_19,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_20,ESC_B_S100_B,55,ESC,ESC_B_S100_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_21,ESC_B_S100_B,56,ESC,ESC_B_S100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
CL100022488_L02_23,ESC_B_S100_B,58,ESC,ESC_B_S100_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 ESC Library rep,SE100,UNK,ESC Library rep
